typhoon,actual,predicted
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,1,0
fengshen2008,0,1
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,1
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,1
fengshen2008,0,0
fengshen2008,0,1
fengshen2008,0,1
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,1,1
fengshen2008,0,0
fengshen2008,0,0
fengshen2008,1,0
fengshen2008,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,1
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,1,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,1
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,1
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,1
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,1
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,1
fung-wong2014,0,0
fung-wong2014,0,0
fung-wong2014,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,1,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2015,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,1,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,1,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,1,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,1,0
goni2020,1,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,1,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,1,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,1,0
goni2020,0,0
goni2020,0,0
goni2020,0,1
goni2020,1,0
goni2020,0,0
goni2020,0,0
goni2020,0,1
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,1
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,1
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,1
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,1,0
goni2020,1,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,1,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,1,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,1,0
goni2020,0,0
goni2020,1,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,1,0
goni2020,0,0
goni2020,0,0
goni2020,1,0
goni2020,0,1
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,1
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,1
goni2020,0,1
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,1
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,1,0
goni2020,0,0
goni2020,1,0
goni2020,0,0
goni2020,0,0
goni2020,0,1
goni2020,0,0
goni2020,0,0
goni2020,0,0
goni2020,1,0
goni2020,0,0
goni2020,1,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,1,0
hagupit2014,0,0
hagupit2014,1,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,1,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,1
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,1
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,1,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,1,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,1,1
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,1,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,1,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,1
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,1,1
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,1
hagupit2014,0,1
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,1
hagupit2014,0,1
hagupit2014,1,0
hagupit2014,0,0
hagupit2014,0,1
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,1,0
hagupit2014,0,1
hagupit2014,1,0
hagupit2014,0,0
hagupit2014,1,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,1,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,1,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,1
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,1
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,1,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,1,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,1,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,1,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,1,0
hagupit2014,0,0
hagupit2014,1,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,1,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,1
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,1,0
hagupit2014,0,0
hagupit2014,0,0
hagupit2014,1,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,1
haima2016,0,1
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,1
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,1
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,1
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,1
haima2016,0,0
haima2016,0,0
haima2016,1,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,1
haima2016,0,0
haima2016,0,1
haima2016,0,0
haima2016,0,1
haima2016,0,0
haima2016,0,1
haima2016,0,0
haima2016,0,0
haima2016,0,1
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,1
haima2016,1,0
haima2016,0,0
haima2016,0,1
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,1,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,1,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,1,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,1
haima2016,0,0
haima2016,0,1
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,1,1
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,1,1
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,1
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,1
haima2016,1,0
haima2016,0,0
haima2016,0,0
haima2016,0,1
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,1
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,1,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,1,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,1,1
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,1,0
haima2016,0,1
haima2016,0,0
haima2016,1,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,1
haima2016,0,0
haima2016,0,1
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,1,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,0
haima2016,0,1
haima2016,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,1,1
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,1
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,1
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,1
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,1
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,1
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,1
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,1,1
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,1
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,1
haiyan2013,0,1
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,1,1
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,1
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,1
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,1,1
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,1,0
haiyan2013,0,0
haiyan2013,0,0
haiyan2013,0,0
