id,pcode,Manucipality,typhoon,Year,Totally,Partially,total
1626,PH015506000,Asingan,Kalmaegi,2014,0,2,2
1627,PH015529000,Natividad,Kalmaegi,2014,0,2,2
1628,PH015535000,San Manuel,Kalmaegi,2014,2,1,3
1629,PH021502000,Alcala,Kalmaegi,2014,17,148,165
1630,PH021517000,Lasam,Kalmaegi,2014,22,544,566
1631,PH021521000,Rizal,Kalmaegi,2014,4,301,305
1632,PH021504000,Amulung,Kalmaegi,2014,52,85,137
1633,PH021515000,Iguig,Kalmaegi,2014,5,156,161
1634,PH021529000,TUGUEGARAO CITY (Capital),Kalmaegi,2014,1,17,18
1635,PH023111000,Divilacan,Kalmaegi,2014,0,5,5
1636,PH025005000,BAYOMBONG (Capital),Kalmaegi,2014,0,1,1
1637,PH025010000,Kayapa,Kalmaegi,2014,4,1,5
1638,PH140103000,BUCAY,Fung-wong,2014,0,14,14
1639,PH140114000,Luba,Fung-wong,2014,2,45,47
1640,PH140116000,Manabo,Fung-wong,2014,5,43,48
1641,PH140118000,Pidigan,Fung-wong,2014,4,190,194
1642,PH140121000,San Isidro,Fung-wong,2014,0,67,67
1643,PH140123000,San Quintin,Fung-wong,2014,2,215,217
1644,PH140127000,Villaviciosa,Fung-wong,2014,2,137,139
1645,PH140101000,BANGUED (Capital),Fung-wong,2014,20,60,80
1646,PH140106000,Danglas,Fung-wong,2014,0,13,13
1647,PH140107000,Dolores,Fung-wong,2014,3,22,25
1648,PH140108000,La Paz,Fung-wong,2014,3,113,116
1649,PH140109000,Lacub,Fung-wong,2014,0,0,0
1650,PH140110000,Lagangilang,Fung-wong,2014,1,11,12
1651,PH140113000,LICUAN-BAAY (LICUAN),Fung-wong,2014,0,3,3
1652,PH140122000,San Juan,Fung-wong,2014,0,32,32
1653,PH140124000,Tayum,Fung-wong,2014,0,35,35
1654,PH148101000,Calanasan (Bayag),Fung-wong,2014,0,3,3
1655,PH148107000,Santa Marcela,Fung-wong,2014,0,38,38
1656,PH141102000,Baguio City,Fung-wong,2014,2,0,2
1657,PH141113000,Tuba,Fung-wong,2014,0,18,18
1658,PH141109000,Kibungan,Fung-wong,2014,0,5,5
1659,PH142704000,LAGAWE (Capital),Fung-wong,2014,1,4,5
1660,PH142710000,Tinoc,Fung-wong,2014,8,134,142
1661,PH143206000,Lubuagan,Fung-wong,2014,2,25,27
1662,PH144402000,Bauko,Fung-wong,2014,8,8,16
1663,PH012801000,Adams,Fung-wong,2014,0,5,5
1664,PH012802000,Bacarra,Fung-wong,2014,1,4,5
1665,PH012804000,Bangui,Fung-wong,2014,0,34,34
1666,PH012806000,Burgos,Fung-wong,2014,1,241,242
1667,PH012810000,Dumalneg,Fung-wong,2014,0,3,3
1668,PH012812000,LAOAG CITY (Capital),Fung-wong,2014,3,112,115
1669,PH012815000,Pagudpud,Fung-wong,2014,8,218,226
1670,PH012817000,Pasuquin,Fung-wong,2014,0,37,37
1671,PH012818000,Piddig,Fung-wong,2014,0,5,5
1672,PH012821000,Sarrat,Fung-wong,2014,1,38,39
1673,PH012823000,Vintar,Fung-wong,2014,0,16,16
1674,PH012803000,Badoc,Fung-wong,2014,10,15,25
1675,PH012811000,Banna (Espiritu),Fung-wong,2014,0,61,61
1676,PH012805000,CITY OF BATAC,Fung-wong,2014,26,112,138
1677,PH012808000,Currimao,Fung-wong,2014,12,64,76
1678,PH012809000,Dingras,Fung-wong,2014,2,4,6
1679,PH012813000,Marcos,Fung-wong,2014,21,125,146
1680,PH012814000,Nueva Era,Fung-wong,2014,89,4,93
1681,PH012816000,Paoay,Fung-wong,2014,3,42,45
1682,PH012819000,Pinili,Fung-wong,2014,0,4,4
1683,PH012820000,San Nicolas,Fung-wong,2014,2,12,14
1684,PH012822000,Solsona,Fung-wong,2014,0,11,11
1685,PH012903000,Bantay,Fung-wong,2014,31,83,114
1686,PH012905000,Cabugao,Fung-wong,2014,74,1456,1530
1687,PH012907000,Caoayan,Fung-wong,2014,78,747,825
1688,PH012912000,Magsingal,Fung-wong,2014,1207,42,1249
1689,PH012919000,San Ildefonso,Fung-wong,2014,126,142,268
1690,PH012920000,San Juan (Lapog),Fung-wong,2014,161,359,520
1691,PH012921000,San Vicente,Fung-wong,2014,39,295,334
1692,PH012928000,Santo Domingo,Fung-wong,2014,35,949,984
1693,PH012934000,CITY OF VIGAN (Capital),Fung-wong,2014,22,38,60
1694,PH012901000,Alilem,Fung-wong,2014,1,19,20
1695,PH012906000,CITY OF CANDON,Fung-wong,2014,27,883,910
1696,PH012910000,Gregorio del Pilar (Concepcion),Fung-wong,2014,0,46,46
1697,PH012913000,Nagbukel,Fung-wong,2014,4,38,42
1698,PH012914000,Narvacan,Fung-wong,2014,163,190,353
1699,PH012917000,San Emilio,Fung-wong,2014,0,7,7
1700,PH012918000,San Esteban,Fung-wong,2014,5,654,659
1701,PH012922000,Santa,Fung-wong,2014,30,520,550
1702,PH012924000,Santa Cruz,Fung-wong,2014,48,1069,1117
1703,PH012926000,Santa Maria,Fung-wong,2014,60,825,885
1704,PH012927000,Santiago,Fung-wong,2014,358,1540,1898
1705,PH012929000,Sigay,Fung-wong,2014,0,5,5
1706,PH012931000,Sugpon,Fung-wong,2014,0,76,76
1707,PH012932000,Suyo,Fung-wong,2014,,62,62
1708,PH012933000,Tagudin,Fung-wong,2014,7,240,247
1709,PH013303000,Bacnotan,Fung-wong,2014,40,646,686
1710,PH013306000,Bangar,Fung-wong,2014,7,389,396
1711,PH013310000,Luna,Fung-wong,2014,9,329,338
1712,PH013314000,CITY OF SAN FERNANDO (Capital),Fung-wong,2014,1,5,6
1713,PH013315000,San Gabriel,Fung-wong,2014,0,33,33
1714,PH013316000,San Juan,Fung-wong,2014,1,101,102
1715,PH013318000,Santol,Fung-wong,2014,0,99,99
1716,PH013319000,Sudipen,Fung-wong,2014,3,98,101
1717,PH013301000,Agoo,Fung-wong,2014,11,2,13
1718,PH013302000,Aringay,Fung-wong,2014,1,74,75
1719,PH013304000,Bagulin,Fung-wong,2014,7,49,56
1720,PH013307000,Bauang,Fung-wong,2014,1,7,8
1721,PH012806000,Burgos,Fung-wong,2014,0,5,5
1722,PH013309000,Caba,Fung-wong,2014,1,37,38
1723,PH013311000,Naguilian,Fung-wong,2014,0,1,1
1724,PH015508000,Bani,Fung-wong,2014,10,130,140
1725,PH015522000,LINGAYEN (Capital),Fung-wong,2014,2,9,11
1726,PH025001000,Ambaguio,Fung-wong,2014,1,78,79
1727,PH025011000,Quezon,Fung-wong,2014,0,4,4
1728,PH025010000,Kayapa,Fung-wong,2014,1,20,21
1729,PH025012000,Santa Fe,Fung-wong,2014,12,149,161
1730,PH031420000,CITY OF SAN JOSE DEL MONTE,Fung-wong,2014,7,24,31
1731,PH037104000,Castillejos,Fung-wong,2014,1,0,1
1732,PH037103000,Candelaria,Fung-wong,2014,2,5,7
1733,PH037108000,Palauig,Fung-wong,2014,4,0,4
1734,PH041005000,BATANGAS CITY (Capital),Fung-wong,2014,1,0,1
1735,PH051728000,PILI (Capital),Fung-wong,2014,1,0,1
1736,PH043424000,San Pablo City,Hagupit,2014,1,,1
1737,PH045620000,Infanta,Hagupit,2014,1,1,2
1738,PH045601000,Agdangan ,Hagupit,2014,1,,1
1739,PH045605000,Buenavista ,Hagupit,2014,,16,16
1740,PH045633000,Perez ,Hagupit,2014,2,,2
1741,PH175902000,Banton,Hagupit,2014,1,7,8
1742,PH175903000,Cajidiocan,Hagupit,2014,2,5,7
1743,PH175905000,Concepcion,Hagupit,2014,0,5,5
1744,PH175906000,Corcuera,Hagupit,2014,1,2,3
1745,PH175908000,Magdiwang,Hagupit,2014,0,1,1
1746,PH175910000,ROMBLON (Capital),Hagupit,2014,3,37,40
1747,PH175911000,San Agustin,Hagupit,2014,0,2,2
1748,PH175912000,San Andres (Calolbon),Hagupit,2014,0,3,3
1749,PH175901000,Alcantara,Hagupit,2014,4,47,51
1750,PH175904000,Calatrava,Hagupit,2014,7,119,126
1751,PH175916000,Ferrol,Hagupit,2014,2,12,14
1752,PH175103000,Looc,Hagupit,2014,0,5,5
1753,PH050516000,Santo Domingo (Libog),Hagupit,2014,0,18,18
1754,PH051607000,Mercedes,Hagupit,2014,2,0,2
1755,PH051730000,Ragay,Hagupit,2014,0,4,4
1756,PH051734000,Sipocot,Hagupit,2014,1,2,3
1757,PH051708000,Calabanga,Hagupit,2014,1,16,17
1758,PH051711000,Caramoan,Hagupit,2014,3,229,232
1759,PH051714000,Garchitorena,Hagupit,2014,131,76,207
1760,PH051729000,Presentacion (Parubcan),Hagupit,2014,13,371,384
1761,PH051733000,San Jose,Hagupit,2014,0,218,218
1762,PH051735000,Siruma,Hagupit,2014,9,1,10
1763,PH051737000,Tinambac,Hagupit,2014,0,26,26
1764,PH051702000,Balatan,Hagupit,2014,0,2130,2130
1765,PH051705000,Buhi,Hagupit,2014,2,36,38
1766,PH051706000,Bula,Hagupit,2014,0,6,6
1767,PH052008000,San Andres (Calolbon),Hagupit,2014,3,2,5
1768,PH052004000,Caramoran,Hagupit,2014,0,17,17
1769,PH052010000,Viga,Hagupit,2014,0,7,7
1770,PH054104000,Batuan,Hagupit,2014,18,501,519
1771,PH054118000,San Fernando,Hagupit,2014,24,239,263
1772,PH054101000,AROROY,Hagupit,2014,27,907,934
1773,PH054114000,MONREAL,Hagupit,2014,10,87,97
1774,PH054102000,BALENO,Hagupit,2014,9,762,771
1775,PH054103000,BALUD,Hagupit,2014,74,1949,2023
1776,PH054111000,CITY OF MASBATE (Capital),Hagupit,2014,21,60,81
1777,PH054113000,MOBO,Hagupit,2014,93,787,880
1778,PH041026000,SAN PASCUAL,Hagupit,2014,28,157,185
1779,PH054115000,PALANAS,Hagupit,2014,63,375,438
1780,PH054116000,PIO V. CORPUZ (LIMBUHAN),Hagupit,2014,19,113,132
1781,PH054121000,USON,Hagupit,2014,31,2876,2907
1782,PH054119000,SAN JACINTO,Hagupit,2014,,89,89
1783,PH054110000,Mandaon,Hagupit,2014,72,479,551
1784,PH054112000,Milagros,Hagupit,2014,34,118,152
1785,PH054113000,Mobo,Hagupit,2014,93,787,880
1786,PH054105000,Cataingan,Hagupit,2014,239,1470,1709
1787,PH054106000,Cawayan,Hagupit,2014,164,1739,1903
1788,PH054107000,Claveria,Hagupit,2014,15,80,95
1789,PH054108000,Dimasalang,Hagupit,2014,39,1885,1924
1790,PH054109000,Esperanza,Hagupit,2014,27,1885,1912
1791,PH054117000,Placer,Hagupit,2014,15,58,73
1792,PH056206000,Castilla,Hagupit,2014,14,307,321
1793,PH056203000,Bulan,Hagupit,2014,19,203,222
1794,PH056207000,Donsol,Hagupit,2014,25,628,653
1795,PH056210000,Juban,Hagupit,2014,2,1649,1651
1796,PH056211000,Magallanes,Hagupit,2014,11,20,31
1797,PH056213000,Pilar*,Hagupit,2014,53,352,405
1798,PH056216000,CITY OF SORSOGON (Capital),Hagupit,2014,42,482,524
1799,PH056202000,Barcelona,Hagupit,2014,1,71,72
1800,PH056204000,Bulusan,Hagupit,2014,12,1195,1207
1801,PH056205000,Casiguran,Hagupit,2014,1,34,35
1802,PH056209000,Irosin,Hagupit,2014,8,996,1004
1803,PH056212000,Matnog*,Hagupit,2014,79,764,843
1804,PH056214000,Prieto Diaz,Hagupit,2014,23,292,315
1805,PH056215000,Santa Magdalena,Hagupit,2014,10,53,63
1806,PH061915000,Sapi-an,Hagupit,2014,1,97,98
1807,PH061916000,Sigma,Hagupit,2014,3,11,14
1808,PH061904000,Dumarao,Hagupit,2014,0,1,1
1809,PH061903000,Dumalag,Hagupit,2014,0,917,917
1810,PH063005000,BALASAN,Hagupit,2014,8,406,414
1811,PH063014000,Carles,Hagupit,2014,189,245,434
1812,PH063019000,Estancia,Hagupit,2014,12,459,471
1813,PH063027000,Lemery,Hagupit,2014,1,1,2
1814,PH072252000,Tuburan,Hagupit,2014,1,0,1
1815,PH072228000,Madridejos,Hagupit,2014,0,2,2
1816,PH072208000,Balamban,Hagupit,2014,1,20,21
1817,PH072221000,Daanbantayan,Hagupit,2014,264,1576,1840
1818,PH072231000,Medellin,Hagupit,2014,26,266,292
1819,PH072243000,San Remigio,Hagupit,2014,0,9,9
1820,PH072244000,Santa Fe,Hagupit,2014,1,129,130
1821,PH072248000,Tabogon,Hagupit,2014,39,387,426
1822,PH072218000,Compostela,Hagupit,2014,5,81,86
1823,PH072242000,San Francisco,Hagupit,2014,22,59,81
1824,PH072247000,Sogod,Hagupit,2014,1,182,183
1825,PH087802000,Biliran,Hagupit,2014,132,1924,2056
1826,PH087802000,Biliran,Hagupit,2014,25,65,90
1827,PH087803000,Cabucgayan,Hagupit,2014,98,1686,1784
1828,PH087807000,Maripipi,Hagupit,2014,9,173,182
1829,PH082601000,Arteche,Hagupit,2014,1118,2643,3761
1830,PH082602000,Balangiga,Hagupit,2014,8,1448,1456
1831,PH082603000,Balangkayan,Hagupit,2014,488,1828,2316
1832,PH082604000,CITY OF BORONGAN (Capital),Hagupit,2014,4156,9527,13683
1833,PH082605000,Can-Avid,Hagupit,2014,1024,3875,4899
1834,PH082606000,Dolores,Hagupit,2014,2761,7405,10166
1835,PH082607000,General MacArthur,Hagupit,2014,93,2316,2409
1836,PH082608000,Giporlos,Hagupit,2014,22,266,288
1837,PH082609000,Guiuan,Hagupit,2014,31,799,830
1838,PH082610000,Hernani,Hagupit,2014,79,712,791
1839,PH082611000,Jipapad,Hagupit,2014,126,1423,1549
1840,PH082612000,Lawaan,Hagupit,2014,19,2102,2121
1841,PH082613000,Llorente,Hagupit,2014,253,4185,4438
1842,PH082614000,Maslog,Hagupit,2014,109,684,793
1843,PH082615000,Maydolong,Hagupit,2014,371,2310,2681
1844,PH082616000,Mercedes,Hagupit,2014,8,417,425
1845,PH082617000,Oras,Hagupit,2014,3439,4118,7557
1846,PH082618000,Quinapondan,Hagupit,2014,36,1278,1314
1847,PH082619000,Salcedo,Hagupit,2014,44,2471,2515
1848,PH082620000,San Julian,Hagupit,2014,1033,2265,3298
1849,PH082621000,San Policarpo,Hagupit,2014,1268,2338,3606
1850,PH082622000,Sulat,Hagupit,2014,1616,2315,3931
1851,PH082623000,Taft,Hagupit,2014,1447,3316,4763
1852,PH083705000,Babatngon,Hagupit,2014,877,5254,6131
1853,PH083703000,Albuera,Hagupit,2014,10,0,10
1854,PH083710000,Burauen,Hagupit,2014,12,3,15
1855,PH083713000,Calubian,Hagupit,2014,110,2079,2189
1856,PH083717000,Dagami,Hagupit,2014,27,434,461
1857,PH083719000,Hilongos ,Hagupit,2014,22,341,363
1858,PH083721000,Inopacan ,Hagupit,2014,1,7,8
1859,PH083723000,Jaro,Hagupit,2014,211,9458,9669
1860,PH083728000,La Paz,Hagupit,2014,1,178,179
1861,PH083731000,Mahaplag,Hagupit,2014,1,117,118
1862,PH083743000,San Miguel,Hagupit,2014,0,5200,5200
1863,PH084801000,Allen,Hagupit,2014,19,10,29
1864,PH084802000,Biri,Hagupit,2014,18,689,707
1865,PH084803000,Bobon,Hagupit,2014,162,3856,4018
1866,PH084804000,Capul,Hagupit,2014,59,1043,1102
1867,PH101801000,Catarman,Hagupit,2014,1246,13873,15119
1868,PH084806000,Catubig,Hagupit,2014,256,2525,2781
1869,PH084807000,Gamay,Hagupit,2014,250,1337,1587
1870,PH084808000,Laoang,Hagupit,2014,495,3673,4168
1871,PH084809000,Lapinig,Hagupit,2014,480,2168,2648
1872,PH084810000,Las Navas,Hagupit,2014,546,3142,3688
1873,PH084811000,Lavezares,Hagupit,2014,207,2943,3150
1874,PH084824000,Lope de Vega,Hagupit,2014,170,1742,1912
1875,PH084812000,Mapanas,Hagupit,2014,401,1577,1978
1876,PH084813000,Mondragon,Hagupit,2014,416,3943,4359
1877,PH084814000,Palapag,Hagupit,2014,89,1244,1333
1878,PH084815000,Pambujan,Hagupit,2014,567,3171,3738
1879,PH084816000,Rosario,Hagupit,2014,3,513,516
1880,PH084817000,San Antonio,Hagupit,2014,105,1442,1547
1881,PH084818000,San Isidro,Hagupit,2014,65,1543,1608
1882,PH084819000,San Jose,Hagupit,2014,375,420,795
1883,PH084820000,San Roque,Hagupit,2014,137,2440,2577
1884,PH084821000,San Vicente,Hagupit,2014,29,677,706
1885,PH084822000,Silvino Lobos,Hagupit,2014,728,1699,2427
1886,PH084823000,Victoria,Hagupit,2014,54,820,874
1887,PH086001000,Almagro,Hagupit,2014,54,275,329
1888,PH086002000,Basey,Hagupit,2014,340,1596,1936
1889,PH086003000,Calbayog City,Hagupit,2014,36,9782,9818
1890,PH086004000,Calbiga,Hagupit,2014,1053,3613,4666
1891,PH086005000,CITY OF CATBALOGAN (Capital),Hagupit,2014,1755,10295,12050
1892,PH086006000,Daram,Hagupit,2014,1718,5776,7494
1893,PH086007000,Gandara,Hagupit,2014,398,5067,5465
1894,PH086010000,Marabut,Hagupit,2014,0,3420,3420
1895,PH086011000,Matuguinao,Hagupit,2014,172,785,957
1896,PH086012000,Motiong,Hagupit,2014,260,1594,1854
1897,PH086026000,Pagsanghan,Hagupit,2014,70,1215,1285
1898,PH086022000,Paranas (Wright),Hagupit,2014,148,2911,3059
1899,PH086013000,Pinabacdao,Hagupit,2014,664,3111,3775
1900,PH086025000,San Jorge,Hagupit,2014,287,2930,3217
1901,PH086014000,San Jose de Buan,Hagupit,2014,63,523,586
1902,PH086015000,San Sebastian,Hagupit,2014,636,1155,1791
1903,PH086016000,Santa Margarita,Hagupit,2014,216,1710,1926
1904,PH035420000,Santa Rita,Hagupit,2014,874,5539,6413
1905,PH086018000,Santo Niño,Hagupit,2014,137,902,1039
1906,PH086024000,Tagapul-an,Hagupit,2014,70,1048,1118
1907,PH086019000,Talalora,Hagupit,2014,719,1082,1801
1908,PH086020000,Tarangnan,Hagupit,2014,499,4847,5346
1909,PH086021000,Villareal,Hagupit,2014,1576,4116,5692
1910,PH086023000,Zumarraga,Hagupit,2014,921,2439,3360
1911,PH086407000,CITY OF MAASIN (Capital),Hagupit,2014,1,4,5
1912,PH086417000,Sogod,Hagupit,2014,,13,13
1913,PH086418000,Tomas Oppus,Hagupit,2014,4,29,33
1914,PH166718000,San Benito,Hagupit,2014,18,41,59
1915,PH166721000,Santa Monica (Sapao),Hagupit,2014,29,152,181
1916,PH050511000,Manito,Mekkhala,2015,15,15,30
1917,PH051603000,DAET (Capital),Mekkhala,2015,4,4,8
1918,PH051606000,Labo,Mekkhala,2015,1,1,2
1919,PH052010000,Viga,Mekkhala,2015,7,2,9
1920,PH056209000,Irosin,Mekkhala,2015,1,1,2
1921,PH084801000,Allen,Mekkhala,2015,2473,20,2493
1922,PH084803000,Bobon,Mekkhala,2015,1437,34,1471
1923,PH084805000,CATARMAN (Capital),Mekkhala,2015,4190,118,4308
1924,PH084813000,Mondragon,Mekkhala,2015,6527,110,6637
1925,PH084816000,Rosario,Mekkhala,2015,200,6,206
1926,PH084818000,San Isidro,Mekkhala,2015,733,15,748
1927,PH084821000,San Vicente,Mekkhala,2015,611,16,627
1928,PH084823000,Victoria,Mekkhala,2015,352,6,358
1929,PH084807000,Gamay,Mekkhala,2015,38,8,46
1930,PH084814000,Palapag,Mekkhala,2015,3220,38,3258
1931,PH084815000,Pambujan,Mekkhala,2015,2183,220,2403
1932,PH084820000,San Roque,Mekkhala,2015,786,58,844
1933,PH012801000,Adams,Goni,2015,0,30,30
1934,PH012802000,Bacarra,Goni,2015,2,1,3
1935,PH012804000,Bangui,Goni,2015,1,8,9
1936,PH012811000,Banna (Espiritu),Goni,2015,0,1,1
1937,PH012805000,CITY OF BATAC,Goni,2015,0,3,3
1938,PH012806000,Burgos,Goni,2015,1,19,20
1939,PH012809000,Dingras,Goni,2015,0,1,1
1940,PH012812000,LAOAG CITY (Capital),Goni,2015,0,10,10
1941,PH012813000,Marcos,Goni,2015,4,6,10
1942,PH012815000,Pagudpud,Goni,2015,5,106,111
1943,PH012817000,Pasuquin,Goni,2015,1,8,9
1944,PH012818000,Piddig,Goni,2015,1,7,8
1945,PH012821000,Sarrat,Goni,2015,5,10,15
1946,PH012822000,Solsona,Goni,2015,0,26,26
1947,PH012823000,Vintar,Goni,2015,0,3,3
1948,PH012909000,Galimuyod,Goni,2015,0,10,10
1949,PH012919000,San Ildefonso,Goni,2015,0,3,3
1950,PH012920000,San Juan (Lapog),Goni,2015,0,11,11
1951,PH012921000,San Vicente,Goni,2015,20,66,86
1952,PH012926000,Santa Maria,Goni,2015,0,5,5
1953,PH013314000,CITY OF SAN FERNANDO (Capital),Goni,2015,0,2,2
1954,PH013317000,Santo Tomas,Goni,2015,0,9,9
1955,PH020903000,Ivana,Goni,2015,44,159,203
1956,PH021505000,Aparri,Goni,2015,15,908,923
1957,PH021507000,Ballesteros,Goni,2015,8,872,880
1958,PH021510000,Camalaniugan,Goni,2015,4,7,11
1959,PH021511000,Claveria,Goni,2015,0,254,254
1960,PH021522000,Sanchez-Mira,Goni,2015,12,940,952
1961,PH021523000,Santa Ana,Goni,2015,5,834,839
1962,PH021524000,Santa Praxedes,Goni,2015,5,680,685
1963,PH021525000,Santa Teresita,Goni,2015,0,9,9
1964,PH021528000,Tuao,Goni,2015,12,0,12
1965,PH025012000,Santa Fe,Goni,2015,0,20,20
1966,PH140101000,Bangued (capital),Goni,2015,1,4,5
1967,PH148101000,Calanasan (Bayag),Goni,2015,0,56,56
1968,PH148102000,Conner,Goni,2015,1,61,62
1969,PH141101000,Atok,Goni,2015,1,7,8
1970,PH141102000,Baguio City,Goni,2015,4,7,11
1971,PH141103000,Bakun,Goni,2015,1,4,5
1972,PH141105000,Buguias,Goni,2015,3,30,33
1973,PH141106000,Itogon,Goni,2015,3,3,6
1974,PH141107000,Kabayan,Goni,2015,0,1,1
1975,PH141108000,Kapangan,Goni,2015,0,67,67
1976,PH141112000,Sablan,Goni,2015,1,0,1
1977,PH141113000,Tuba,Goni,2015,0,12,12
1978,PH141114000,Tublay,Goni,2015,1,25,26
1979,PH143201000,Balbalan***,Goni,2015,10,54,64
1980,PH143206000,Lubuagan,Goni,2015,4,57,61
1981,PH143208000,Pasil,Goni,2015,4,18,22
1982,PH143209000,Pinukpuk,Goni,2015,0,17,17
1983,PH144408000,Sadanga,Goni,2015,4,4,8
1984,PH144402000,Bauko,Goni,2015,0,7,7
1985,PH144407000,Sabangan,Goni,2015,1,0,1
1986,PH144409000,Sagada,Goni,2015,0,2,2
1987,PH144410000,Tadian,Goni,2015,0,20,20
1988,PH020903000,Ivana,Noul,2015,0,36,36
1989,PH020906000,Uyugan,Noul,2015,4,81,85
1990,PH021523000,Santa Ana,Noul,2015,49,1122,1171
1991,PH021525000,Santa Teresita,Noul,2015,3,49,52
1992,PH013301000,Agoo,Mujigae,2015,0,0,0
1993,PH013312000,Pugo,Mujigae,2015,0,0,0
1994,PH037701000,Baler (capital),Mujigae,2015,27,101,128
1995,PH037705000,Dingalan,Mujigae,2015,0,0,0
1996,PH035417000,San Luis,Mujigae,2015,60,334,394
1997,PH031402000,Balagtas (Bigaa),Mujigae,2015,0,0,0
1998,PH031404000,Bocaue,Mujigae,2015,0,0,0
1999,PH031406000,Bustos,Mujigae,2015,0,0,0
2000,PH031412000,City of Meycauayan,Mujigae,2015,0,0,0
2001,PH031417000,Plaridel,Mujigae,2015,0,0,0
2002,PH012919000,San Ildefonso,Mujigae,2015,0,0,0
2003,PH031421000,San Miguel,Mujigae,2015,0,0,0
2004,PH012926000,Santa Maria,Mujigae,2015,0,18,18
2005,PH034902000,Bongabon,Mujigae,2015,0,0,0
2006,PH034903000,Cabanatuan City,Mujigae,2015,0,0,0
2007,PH034907000,Gabaldon (Bitulok & Sabani),Mujigae,2015,10,150,160
2008,PH034912000,Jaen,Mujigae,2015,0,0,0
2009,PH034913000,Laur,Mujigae,2015,0,0,0
2010,PH034914000,Licab,Mujigae,2015,0,0,0
2011,PH034919000,Palayan City (capital),Mujigae,2015,0,0,0
2012,PH034926000,San Jose City,Mujigae,2015,0,3,3
2013,PH034927000,San Leonardo,Mujigae,2015,0,0,0
2014,PH034928000,Santa Rosa,Mujigae,2015,0,0,0
2015,PH012924000,Santa Cruz,Mujigae,2015,0,0,0
2016,PH012806000,Burgos,Koppu,2015,0,14,14
2017,PH012807000,Carasi,Koppu,2015,0,20,20
2018,PH012814000,Nueva Era,Koppu,2015,22,0,22
2019,PH012815000,Pagudpud,Koppu,2015,1,28,29
2020,PH012902000,Banayoyo,Koppu,2015,0,30,30
2021,PH012907000,Caoayan,Koppu,2015,1,8,9
2022,PH012909000,Galimuyod,Koppu,2015,0,5,5
2023,PH012913000,Nagbukel,Koppu,2015,0,8,8
2024,PH012914000,Narvacan,Koppu,2015,21,238,259
2025,PH012916000,Salcedo (Baugen),Koppu,2015,3,4,7
2026,PH012917000,San Emilio,Koppu,2015,0,1,1
2027,PH012918000,San Esteban,Koppu,2015,0,1,1
2028,PH012921000,San Vicente,Koppu,2015,0,4,4
2029,PH012923000,Santa Catalina,Koppu,2015,1,10,11
2030,PH012924000,Santa Cruz,Koppu,2015,9,27,36
2031,PH012926000,Santa Maria,Koppu,2015,11,10,21
2032,PH012927000,Santiago,Koppu,2015,0,23,23
2033,PH012929000,Sigay,Koppu,2015,0,5,5
2034,PH012931000,Sugpon,Koppu,2015,0,1,1
2035,PH012933000,Tagudin,Koppu,2015,0,75,75
2036,PH013301000,Agoo,Koppu,2015,132,1368,1500
2037,PH013302000,Aringay,Koppu,2015,5,53,58
2038,PH013303000,Bacnotan,Koppu,2015,5,321,326
2039,PH013304000,Bagulin,Koppu,2015,15,287,302
2040,PH013305000,Balaoan,Koppu,2015,0,5,5
2041,PH013306000,Bangar,Koppu,2015,0,509,509
2042,PH013307000,Bauang,Koppu,2015,49,513,562
2043,PH013308000,Burgos  ,Koppu,2015,11,97,108
2044,PH013309000,Caba,Koppu,2015,54,505,559
2045,PH013310000,Luna,Koppu,2015,7,779,786
2046,PH013311000,Naguilian,Koppu,2015,20,956,976
2047,PH013312000,Pugo,Koppu,2015,8,24,32
2048,PH013313000,Rosario,Koppu,2015,35,1659,1694
2049,PH013314000,CITY OF SAN FERNANDO (Capital),Koppu,2015,0,90,90
2050,PH013315000,San Gabriel,Koppu,2015,1,1,2
2051,PH013316000,San Juan,Koppu,2015,10,346,356
2052,PH013317000,Santo Tomas,Koppu,2015,22,346,368
2053,PH013319000,Sudipen,Koppu,2015,8,18,26
2054,PH013320000,Tubao,Koppu,2015,41,650,691
2055,PH015501000,Agno,Koppu,2015,6,333,339
2056,PH015502000,Aguilar,Koppu,2015,96,1073,1169
2057,PH015503000,CITY OF ALAMINOS,Koppu,2015,1277,8770,10047
2058,PH015504000,Alcala,Koppu,2015,69,1922,1991
2059,PH015505000,Anda,Koppu,2015,367,2938,3305
2060,PH015506000,Asingan,Koppu,2015,6,62,68
2061,PH015507000,Balungao,Koppu,2015,5,254,259
2062,PH015508000,Bani,Koppu,2015,333,4098,4431
2063,PH015509000,Basista,Koppu,2015,88,938,1026
2064,PH015511000,Bayambang,Koppu,2015,74,1237,1311
2065,PH015512000,Binalonan,Koppu,2015,1,35,36
2066,PH015513000,Binmaley,Koppu,2015,9,23,32
2067,PH015514000,Bolinao,Koppu,2015,525,6788,7313
2068,PH015516000, Burgos,Koppu,2015,61,455,516
2069,PH015517000,Calasiao,Koppu,2015,57,1799,1856
2070,PH015518000,Dagupan City,Koppu,2015,338,2164,2502
2071,PH015548000,Laoac,Koppu,2015,15,194,209
2072,PH015522000,LINGAYEN (Capital),Koppu,2015,488,2066,2554
2073,PH015523000,Mabini,Koppu,2015,1609,830,2439
2074,PH015525000,Manaoag,Koppu,2015,129,1536,1665
2075,PH015526000,Mangaldan,Koppu,2015,3750,5350,9100
2076,PH015527000,Mangatarem,Koppu,2015,127,548,675
